date,0:00:00,1:00:00,2:00:00,3:00:00,4:00:00,5:00:00,6:00:00,7:00:00,8:00:00,9:00:00,10:00:00,11:00:00,12:00:00,13:00:00,14:00:00,15:00:00,16:00:00,17:00:00,18:00:00,19:00:00,20:00:00,21:00:00,22:00:00,23:00:00
2018-01-26,429.88869500000004,328.15410410000004,310.9475208,303.2807435,278.38830319999994,248.3963098,267.0189298,257.64201549999996,251.3149787,206.33495449999998,196.133159,205.04831000000001,169.0121242,186.1672564,202.59193259999998,204.3227949,175.1739116,127.323936,104.1727507,86.12185369,92.60166306,86.34777733,88.41964066,97.38637847
2018-01-27,119.7519373,128.6499745,117.8560308,109.04887079999999,111.4501635,111.2260121,113.8246043,118.1530815,116.36585729999999,141.0099689,148.0557388,162.90865369999997,168.6598535,179.80956630000003,142.5661356,138.46279219999997,158.91391769999998,143.73456769999999,109.9377933,83.89363662,80.85728599,86.24821449,85.35859373,84.53144906
2018-01-28,78.72344472,78.91720279,82.39488543,87.36930858,91.58482539,110.7172325,127.19074350000001,122.768844,117.70294799999999,121.24919399999999,121.78757079999998,147.5051842,175.75033280000002,176.142368,170.4399795,150.94443969999998,151.8288814,137.1307313,105.47001609999998,74.46089504,124.7439422,125.6329169,115.57874029999999,82.13068926
2018-01-29,79.67856639,79.32167105,80.18485517,80.57612231,81.20162412,79.76334252,79.30645081,85.99134667,94.62590387,112.54591,127.51169740000002,177.8678854,231.7208784,260.0511608,301.0631296,332.0493159,338.2202618,300.5301412,288.0610251,306.15405069999997,380.35763810000003,422.3453946,535.5312253000001,560.9276294
2018-01-30,541.0547749,569.257721,515.351739,506.19766200000004,490.41296669999997,492.43561689999996,485.3381069,488.91922989999995,489.06908530000004,490.23495210000004,381.7415278,289.5739018,433.5059119,346.8857373,315.63466539999996,294.55885689999997,297.0981916,432.83995889999994,393.264059,358.4468955,350.16576430000003,278.2567979,243.34158430000002,135.75719119999997
2018-01-31,161.6099818,127.62413600000001,138.56679069999998,129.2866993,146.4249146,145.5413909,126.8649662,109.2221729,99.77673871,133.1433808,112.8668384,185.77976519999999,237.14063190000002,229.5260176,213.5128191,210.73680430000002,259.2765885,447.75420639999993,515.242784,477.793491,564.5748882,564.1086175,559.356801,671.5655937999999
2018-02-01,551.3191341,484.75156610000005,388.7531782,450.85905269999995,533.89054,551.3178094,478.51266289999995,469.8944233,493.79132180000005,581.7666366000001,537.2152181,510.5776904,513.2854723999999,428.36461219999995,424.06409929999995,396.2475936,452.59371389999995,525.0481538,531.6662484,645.3212884999999,669.5954579,645.0687795,651.4013543,595.3837934
2018-02-02,590.202652,539.8643785,536.1496593,452.7827317,459.41087699999997,451.328172,460.85783719999995,442.3450301,465.005513,523.2054519999999,526.1264931,552.0203307999999,411.42149,501.99851039999993,499.0179033,448.01260130000003,483.76614910000006,425.9693816000001,412.4348163,544.8582140999999,578.4860127999999,585.3999885,564.6611721,566.4721185
2018-02-03,561.247612,565.7128547,528.1792106,528.9994816000001,474.3449687,472.83166919999996,464.85479469999996,472.5946477,466.3507226,491.75419519999997,405.6073652,363.823496,349.7986101,424.3797259,377.51586560000004,375.0667968,341.63620499999996,342.4823052,478.0766932,496.44973839999994,685.5391565,693.140905,633.7757586,633.7166004
2018-02-04,649.442949,658.5746976,669.0684965,665.9559397,671.8872801,660.1501161,707.4103317,687.3621737000001,618.6043563,629.2022903,651.6574059999999,279.50409080000003,324.40624180000003,563.3633122,579.2600056,500.37710810000004,434.31987689999994,366.67248860000007,369.9937291,269.2328661,360.58491560000004,304.7911337,292.8656775,295.50827589999994
2018-02-05,326.2419224,347.671672,318.227046,309.0652265,308.0539192,313.0586927,262.12786639999996,225.81167390000002,276.67028710000005,248.72429530000002,263.5645887,276.8009435,316.09315360000005,285.2592327,294.5815527,298.53331230000003,302.522059,283.9062938,254.41471409999997,240.48708100000002,320.3134377,345.17973,378.9689545,471.1111144999999
2018-02-06,474.28004510000005,476.74177829999996,471.47672719999997,368.9504103,320.4039493,312.63595180000004,263.5134184,315.96660210000005,314.1067787,370.5824938,365.96747410000006,383.68591989999993,380.7548794,261.9846008,201.8988322,186.3315263,203.9084639,185.1251254,118.4843588,75.00338415,86.6221113,131.60772,265.9858998,326.5414745
2018-02-07,259.2652445,241.83165019999998,271.1592721,288.367991,299.4955871,287.8091684,334.61487999999997,349.1748439,262.1632763,251.7471236,291.2688162,344.10795,314.0912087,398.1314183,412.52650760000006,438.51141770000004,444.8188118,365.0907536,444.80537530000004,414.757553,410.1142488,462.09453729999996,509.1338909,497.9147995
2018-02-08,446.93892360000007,423.4493125,461.7580396000001,487.4632341,464.99485930000003,399.5340205,472.3130262,492.0486714,531.99485,517.9007379999999,546.2711431,449.2568015,408.47484330000003,430.0504959,407.3212256,343.1147803,366.31275469999997,401.45056689999996,558.5796462999999,622.6998996,617.4249307,512.670163,468.0953625,373.2238706
2018-02-09,352.2726718,273.6156544,208.87185159999999,201.6187929,176.25036369999998,90.9503163,50.34597551,50.51269024,71.10975401,70.38603565,89.8299502,155.22125580000002,231.92290040000003,315.8930317,417.4821356,400.4370818,444.53075099999995,354.909805,445.64095549999996,551.7483179999999,570.8751081,592.7155801,581.3948254,588.2555915
2018-02-10,570.7476134,573.6143793,510.9632302,522.7345278,521.747347,528.6571566,523.7885021000001,532.6073776000001,508.43534189999997,511.81460589999995,540.0332394999999,436.97904500000004,483.53301150000004,453.4417142,455.78274280000005,447.98152699999997,458.6499748,460.5230695,494.71718489999995,553.8757377999999,574.3448298999999,560.4538008999999,589.0815701,576.1795998
2018-02-11,612.6734675,613.5668933999999,610.0266657999999,601.8628307,583.2792832,574.9612605000001,585.5604603999999,585.1960632,582.4186334,619.2968222,596.3102842000001,553.0280240000001,502.6202897,570.3480707,555.3209321,533.1501296,548.3019665,555.0829655,550.9618333999999,583.4309065,677.4558394999999,738.5029047999999,718.6319855,753.5841199
2018-02-12,771.8862702,656.6195512999999,631.0116922,627.5580167,644.9716437000001,624.5904641,556.7272421,569.657688,626.9239190000001,627.8270166,587.8697465,466.3109545,306.63016380000005,525.5943431,397.44856039999996,423.1811245,458.65869069999997,496.22482879999995,502.2420419,498.08575329999996,423.59253370000005,323.0664857,338.9970537,190.6537961
2018-02-13,189.7119511,217.12187519999998,229.1942668,186.2636764,159.88569809999998,197.89910749999999,176.7154731,140.1091866,169.0093852,148.4150436,150.63602619999998,193.895572,210.02617259999997,208.96390580000002,241.30740209999996,213.1233171,172.4840428,188.4231506,162.5308124,104.1456633,147.2941622,233.1481879,347.6485168,476.3373546
2018-02-14,579.0087547,611.1667223,627.9316452,598.2304884,593.3762024,609.0748761,607.1567673999999,547.7054782,604.756681,606.6208038,641.9401672,503.6658407,382.0919925,503.08575260000003,379.31655950000004,406.7037001,372.8788328,555.6112805,634.5024032,645.6742835,645.4595885,683.7996261,655.1225822,668.1829922999999
2018-02-15,660.9659118,683.6325695,718.8904139,651.258741,609.7084288,635.2749878999999,615.4401339,638.349862,631.8303052,653.2008254,653.9427387000001,610.8830912000001,397.0505444,335.7503159,426.46775959999997,400.9996708,263.5111888,188.82509040000002,160.443677,223.60335440000003,265.47166380000004,184.4716424,310.6018141,386.54510899999997
2018-02-16,343.83593360000003,440.0748306,382.7638233,420.8730811000001,446.55021050000005,365.985731,324.493893,234.3374325,205.36521499999998,178.5724621,156.29278480000002,138.3437697,90.51554122,107.5978553,103.7774215,90.94211599,79.04555568,106.64684469999999,99.97384506,127.4367857,145.81255339999998,164.1675305,213.19726630000002,339.9471059
2018-02-17,382.1798441,314.7450988,343.8574454,306.7108415,345.59365519999994,338.3884628,296.49321910000003,274.4889726,250.7347946,192.040148,152.98096940000002,165.41004519999998,164.40376919999997,147.45568319999998,145.9888062,150.68149580000002,149.06105359999998,144.8427509,166.7759728,124.4919533,156.8917331,173.9865876,161.21910559999998,160.7837916
2018-02-18,163.0470737,176.653299,161.8415789,152.54873669999998,141.89000969999998,137.059417,123.79323470000001,121.17085520000002,120.074357,119.7391368,136.7435905,146.81809130000002,210.1356988,187.1583015,190.2773315,189.2890669,201.47959730000002,240.7057651,200.0948499,215.0762895,197.441589,192.9199313,191.9213427,191.8343678
2018-02-19,194.2070649,192.6012923,201.6911814,215.27120150000002,225.8717293,226.7848238,257.012723,274.1398082,319.6262618,333.81395319999996,356.0235852,270.4451966,210.1776986,235.7096374,243.9324488,220.1261321,232.40082400000003,235.82089269999997,272.8909705,210.22974069999998,162.4283914,150.74917649999998,143.3610998,125.7808881
2018-02-20,109.81979960000001,97.62319194,96.20805777,96.60976536,113.28428020000001,128.58100109999998,153.644582,182.6725927,272.810296,285.816233,339.0797628,349.4346379,367.7020272,488.9623904,384.6648683,496.3288022,416.3264986,418.40371769999996,400.3472431,447.12797589999997,530.8465768,586.8661607,585.609284,591.0865989
2018-02-21,598.1506254,608.9476267000001,564.9397219,557.8224577999999,534.6693931,533.5069021,532.921198,512.9117765,575.4718247000001,593.4049887,562.1682807,545.4941101,435.43694189999997,542.1328025,422.5845267,414.28592389999994,400.7583611,309.2971431,483.5705148,616.0447159,702.2396967,711.5504776,673.388469,689.1081747000001
2018-02-22,709.5473655000001,624.3380404,616.9114867000001,583.4398291,579.6581534,570.0319889,489.95212300000003,307.1184021,280.97882119999997,205.0237512,320.2164743,368.68307430000004,343.2552605,284.44708149999997,265.68884069999996,261.7329031,280.4290365,251.02728369999997,210.81181040000004,220.0027469,242.0930554,251.9265371,272.6746117,251.2380351
2018-02-23,258.2549816,276.82374260000006,328.69580310000003,333.8779484,332.2249911,382.39604130000004,366.13901739999994,338.50842539999996,201.68034980000002,208.8525313,191.4106386,239.0131255,216.4206912,182.7633629,196.0532604,203.38300690000003,205.7587719,212.58635869999998,234.0307363,599.2605242000001,591.7260504,603.6637559999999,622.0044263999999,628.2889102
2018-02-24,634.6586805,670.2496745,683.5364521,671.5633064,678.4644009,655.0527337999999,649.7146246,652.6012278,661.7157707,656.1121094,669.937173,605.3349743,651.9066968999999,495.6225068,426.1040642,394.253404,532.379929,473.15596419999997,600.4111809,482.84552599999995,307.320064,361.95543839999993,442.2756885,448.277982
2018-02-25,506.87382310000004,319.3949033,298.4745808,255.0992182,325.4192632,291.0003617,246.85202510000002,349.9436067,335.6684747,273.93835889999997,305.828116,332.1886464,314.1852691,323.46180669999995,376.4348178999999,331.6043558,352.9730025,316.0883976,400.0869148,397.71603419999997,410.23815030000003,393.83551769999997,319.08458199999995,268.6105896
2018-02-26,273.23958700000003,226.07153369999997,211.73944139999998,145.62799619999998,141.99685490000002,121.1035744,138.4301216,122.0398665,101.3311855,82.45463756,105.424457,183.76463169999997,140.9396484,150.0535815,249.9436473,255.2226738,248.03071609999998,170.20199169999998,219.20051239999998,243.02181659999997,229.86130899999998,245.4641884,213.43619500000003,180.0916195
2018-02-27,152.959183,123.62447859999999,109.9704227,106.6784584,103.33042940000001,103.8947218,104.4887145,104.8791298,106.8295629,92.25610089,120.64977979999999,153.7088628,155.61314119999997,182.799188,166.5323665,166.3127114,170.4638291,184.6993479,208.9581332,220.44624359999997,208.30922980000003,211.233483,274.4533473,267.9776245
2018-02-28,256.17692969999996,225.5352327,171.51842209999998,177.8141087,179.14068269999999,233.5675424,334.6557754,425.2056648,559.9952272,569.5803081,614.9137341,600.7217504,613.5739854,619.0495876,578.2368263,413.8367507,272.6731747,390.14520550000003,506.9868641,609.8735467,557.721243,550.3037466,587.3323037,583.0730794
2018-03-01,562.5315352000001,532.1241124,503.5191954,444.8287256,432.0719444,321.4735434,195.03425269999997,145.2041955,139.4044042,141.5807151,129.6063239,119.25010590000001,135.73899369999998,164.95468069999998,195.0855271,208.8281038,311.069225,286.2196085,268.66447189999997,416.9272528,477.4100211,562.0371256,483.2242817,459.40973319999995
2018-03-02,320.9742891,223.49470290000002,185.33203319999998,163.1732254,165.7742655,162.18510759999998,361.8031191,488.57733449999995,515.9107713999999,565.2583262999999,519.6867013,489.8184586,298.2639705,282.0809059,244.268716,236.4424509,211.28387,234.8243372,257.6685668,317.7923642,288.43998139999997,273.4185931,363.239183,389.2364609
2018-03-03,314.31116810000003,245.3394406,266.55279709999996,260.9132261,266.3736275,277.2241161,261.7229048,297.5701693,283.1734704,290.30458710000005,265.6357443,199.2321358,166.63643430000002,147.89664319999997,145.61854619999997,123.79827920000001,110.8417668,100.27337659999999,132.73405659999997,92.76153949,86.11777487,100.22843,152.15120190000002,216.695312
2018-03-04,285.2471499,429.8432877,442.5767011,441.5494482,519.4488265,544.1391621,537.7021139999999,553.4285272000001,500.13648059999997,518.3086486999999,549.7398853,441.4388504,333.394163,500.01235130000003,492.25255020000003,446.9775836,438.6991748,475.9114107,519.0409971,535.3634923999999,588.3331217,581.5003482999999,611.4193445000001,630.8083433999999
2018-03-05,630.5564941,615.7216835,618.7009038,615.048326,624.471533,600.2644101,567.2776154000001,461.23994450000004,358.7836354,446.26680189999996,450.2604579,357.4926314,206.11257319999999,215.7246671,388.15392760000003,233.54135159999998,312.65771010000003,231.66765519999996,202.2011669,147.32631840000002,134.0340184,161.9628882,190.0789389,206.794017
2018-03-06,264.1455613,208.60552130000002,138.8129959,125.3244277,151.7539218,95.35994371,64.28692888,62.77091797,67.41152157,95.56124689,239.87946769999996,215.5304611,260.8518098,369.7570051000001,400.0109284,449.9472496,389.4836836,486.2174511,463.90903710000003,575.0939081,645.4193777,701.5123884999999,691.8627737,694.641875
2018-03-07,659.0815951000001,661.0429347,649.6151819,640.6250727999999,640.2856427,640.2977261,635.3292488,626.6867569,633.8040431,677.4285957999999,611.4484421,590.0369923,567.5603651,562.7736736,468.12718229999996,410.6257443,389.3020588,523.1829957,396.541408,243.86167830000002,136.06112280000002,165.8342456,157.90020149999998,167.93964340000002
2018-03-08,136.216181,114.0577229,65.80190066,80.20060291,150.2685617,302.4895996,349.94111739999994,329.93631439999996,216.55218399999998,141.872575,140.8520347,115.1684168,84.81386955,117.4259959,113.35656850000001,138.0917814,139.6146107,184.45153480000002,148.96342090000002,97.23693223,112.8122416,132.434851,207.2647959,318.5655395
2018-03-09,483.7592325,448.9906905,512.4982980000001,512.4940379999999,515.740262,535.9478786999999,530.7147696000001,532.0302392,530.6622176,558.2039356,638.2963396,529.7395435,527.2776123,518.8814984,503.4570592,485.4009572,495.33802810000003,513.5501747,541.5186447000001,598.3547848999999,687.7376697000001,752.1060334,752.3057409,767.6275226
2018-03-10,768.9865232000001,732.3984852000001,722.2190291000001,696.0034517999999,685.6640317000001,615.7483579,624.7843775,599.798219,557.8440658,324.80089080000005,449.2043318,685.0404977999999,655.6380387,555.3331985,552.5109316,490.934559,494.53159850000003,555.0117788,591.9074926,676.0283436000001,676.1559095,715.4657987,756.3988363,763.8891982000001
2018-03-11,745.7477771000001,752.3380991,756.383291,750.8357238,743.7166937999999,708.8476065000001,643.7140165,636.5327447999999,635.4908494,568.8648737999999,663.2329308999999,687.1012137,512.5205073,441.1564509,436.687551,436.22919160000004,488.1762866,535.1681469,554.1803698,548.6816557,527.8460229,455.22375020000004,397.28770360000004,297.12253730000003
2018-03-12,277.5941126,275.84572599999996,265.6788071,203.4761388,216.8216675,178.27172040000002,227.3536738,288.8527755,348.2482682,432.6429652,380.1324227,389.1567474,356.4096944,453.4777136,361.1484575,308.1867659,307.8755227,365.2992205,256.0814619,295.8865946,351.5191502,523.632801,534.1356971,515.8136943
2018-03-13,534.1542275,607.5380964,555.3311822000001,550.8427765,572.8077475,568.5921243,525.5093385,538.1982307999999,594.7906602,495.7619313999999,429.6923228,421.2181352,407.2867409,416.0595923,408.9957908,430.7871181,420.53070130000003,424.8109031,423.6801339,341.5438517,294.9062698,339.572086,377.68219910000005,305.3069938
2018-03-14,283.2633211,303.5525124,268.84776780000004,243.19707709999997,209.90210159999998,197.5810712,196.6331039,188.08550319999998,190.69994069999998,211.048002,251.4378867,340.74262430000005,387.52541569999994,424.25621900000004,418.226162,373.9726885,408.22065580000003,368.2755273,308.1211662,265.08784199999997,193.6880125,197.6914465,222.40998009999998,221.5049285
2018-03-15,238.01515809999998,256.4362191,288.86526289999995,391.74647450000003,400.6385664,383.1851276,429.1525595,462.0388456,491.0154124,395.6874395,297.5448522,269.4203108,292.81724429999997,269.5718942,264.7670625,288.3342954,273.79968629999996,265.7147168,283.41326560000005,230.75066280000001,228.66863819999998,283.9232012,260.95620230000003,260.2067832
2018-03-16,380.1192752,355.03569419999997,469.3253126,412.1486162,357.9490438,342.9358841,316.4575055,372.3220231,460.0881398,456.8849723,427.06746929999997,390.5966692,431.0759994,502.06964810000005,521.7389359,510.79813319999994,518.6506664,436.73384689999995,423.9099024,417.1746937,327.40491099999997,478.1977692,455.6827681,414.6513354
2018-03-17,359.1739922,372.2305244,340.31818250000003,350.6831781,368.3228303,390.93521539999995,383.4981326,293.7754382,300.23398239999995,286.41138010000003,313.68559869999996,406.4716651,496.7338967,452.2005283,525.7228948,530.9975775,596.3431861,500.92869400000006,460.3823084,449.9788562,527.0042402,550.0185382,558.8598672999999,563.8468672
2018-03-18,587.5396996000001,584.3603332,574.4496964,547.9619165,586.5314162999999,594.1676627999999,571.430985,611.5809502999999,610.3298082,527.4245418,496.5571931,494.80467710000005,432.9260525,423.4404063999999,391.789871,386.8989639,409.1956111,374.1808008,326.316437,316.8119104,269.50027739999996,261.25495040000004,210.35450299999997,211.91615589999998
2018-03-19,186.21291509999998,186.0889547,195.7615116,210.2771855,284.9268954,486.64205539999995,579.779288,642.0869817,679.2136295,676.2220658,630.374007,686.0954806,583.4208227999999,466.56226780000003,441.2683755,589.4694977999999,605.0774707,623.0044297000001,687.1196378999999,660.6722251,728.6380780000001,751.9789711,770.7659711,675.8169802
2018-03-20,783.1104999,776.3787732000001,756.0392181,718.6494455,740.3071991,719.3784634,724.9665402,641.6318974999999,735.0821517999999,629.6820068,711.8086636,712.9352742000001,543.1599505,410.10764489999997,416.09977410000005,281.6119956,222.84925,353.7707655,281.618146,256.3326335,273.3403435,320.1766291,317.2684415,334.2461144
2018-03-21,327.67752310000003,313.15089589999997,363.3913608,441.0048907,502.2052315,593.7887448,617.7405924,698.5438776000001,651.6087808,706.0796391,671.1886,605.609046,576.9629307,604.7180599999999,556.7565199000001,556.3891866,566.3524069,539.6524511,594.106468,465.7700798,474.13314160000004,495.335309,457.5470913,470.0212876
2018-03-22,444.51967239999993,440.94095350000003,433.8083932,395.5416608,427.3818812,412.71437030000004,403.9978278,382.415789,447.4992712,493.27182819999996,537.876279,521.7612320000001,470.589275,580.4175147999999,608.8557529,621.2760157,608.0751619,610.2787302,658.3062025,695.4278512,642.356229,690.7963513,703.9428224999999,673.5352562
2018-03-23,619.9963888,633.2821174,674.7040897,631.0220642,621.0210079,632.5694721,636.8882772999999,641.7142779,624.9676124,679.2235548,658.9814772000001,681.8816574,657.2127813,664.2220768,699.9768284,643.9381727000001,610.8848101,451.3459235,621.1863302999999,550.1644506,510.05577999999997,602.7738718999999,654.857016,627.6803336
2018-03-24,685.2601394,684.0782726,600.8577167000001,604.3760022000001,523.6918339,387.76891439999997,306.44911410000003,199.90279819999998,149.82271569999997,333.3393017,392.48114869999995,432.4971279,607.6127999,653.3904978999999,611.6799875,665.2776146000001,616.6143859,539.1045622,651.0484345,547.670225,571.770906,655.4391188999999,677.7046722,677.6530041
